timestamp,gyrX,gyrY,gyrZ
110200002,7.690,-7.141,-11.353
110200012,7.690,-7.141,-11.353
110200022,7.690,-28.076,-6.470
110200110,24.841,-28.076,-6.470
110200120,24.841,-28.076,-6.470
110200200,38.330,-41.077,-5.920
110200210,38.330,-41.077,-5.920
110200220,38.330,-41.077,-5.920
110201000,47.668,-41.931,-8.301
110201010,47.668,-41.931,-8.301
110201021,47.668,-32.227,-12.024
110201101,50.537,-32.227,-12.024
110201111,50.537,-32.227,-12.024
110201121,47.241,-18.799,-17.029
110201201,47.241,-18.799,-17.029
110201211,47.241,-18.799,-17.029
110201222,35.400,-7.202,-22.461
110202002,35.400,-7.202,-22.461
110202012,19.775,3.052,-28.015
110202022,24.353,3.052,-28.015
110202102,24.353,3.052,-28.015
110202112,19.043,10.315,-30.334
110202122,19.043,10.315,-30.334
110202202,19.043,10.315,-30.334
110202212,20.630,10.010,-27.649
110202222,20.630,10.010,-27.649
110210002,20.630,10.010,-27.649
110210012,27.466,1.770,-19.653
110210022,27.466,1.770,-19.653
110210102,36.133,-11.292,-7.996
110210120,36.133,-11.292,-7.996
110210200,36.133,-11.292,-7.996
110210210,43.396,-25.269,1.953
110210220,43.396,-25.269,1.953
110211000,43.396,-25.269,1.953
110211010,46.753,-36.255,7.629
110211020,46.753,-36.255,7.629
110211100,46.753,-41.260,7.446
110211110,45.471,-41.260,7.446
110211120,45.471,-41.260,7.446
110211201,38.574,-39.551,1.831
110211211,38.574,-39.551,1.831
110211221,38.574,-39.551,1.831
110212001,26.001,-30.457,-4.761
110212011,26.001,-30.457,-4.761
110212021,26.001,-30.457,-4.761
110212101,12.695,-18.066,-12.939
110212111,12.695,-18.066,-12.939
110212122,0.671,-6.592,-20.142
110212202,0.671,-6.592,-20.142
110212212,0.671,-6.592,-20.142
110212222,-9.644,-0.061,-22.949
110220002,-9.644,-0.061,-22.949
110220020,-9.644,15.564,-21.545
110220100,-11.719,0.427,-21.545
110220110,-11.719,0.427,-21.545
110220120,-4.272,-7.629,-17.578
110220200,-4.272,-7.629,-17.578
110220210,-4.272,-7.629,-17.578
110220221,10.498,-21.118,-10.254
110221001,10.498,-21.118,-10.254
110221011,28.381,-31.860,-2.319
110221021,28.381,-31.860,-2.319
110221101,28.381,-31.860,-2.319
110221111,41.870,-36.438,3.845
110221121,41.870,-36.438,3.845
110221202,41.870,-36.438,3.845
110221212,37.964,-34.241,6.958
110221222,37.964,-34.241,6.958
110222002,37.964,-34.241,6.958
110222012,29.480,-26.489,6.958
110222022,29.480,-26.489,6.958
110222102,19.592,-12.695,2.686
110222112,19.592,-12.695,2.686
110222122,19.592,-12.695,2.686
110222202,6.348,1.587,-2.380
110222212,6.348,1.587,-2.380
110222222,6.348,1.587,-2.380
111000002,-3.479,11.047,-6.042
111000012,-3.479,11.047,-6.042
111000100,-3.479,13.550,-6.348
111000110,-9.827,13.550,-6.348
111000120,-9.827,13.550,-6.348
111000200,-11.841,9.338,-2.319
111000210,-11.841,9.338,-2.319
111000220,-11.841,9.338,-2.319
111001000,-8.179,4.944,4.089
111001010,-8.179,4.944,4.089
111001021,-8.179,0.549,13.611
111001101,-4.150,0.549,13.611
111001111,-4.150,0.549,13.611
111001121,-2.197,-2.869,22.583
111001201,-2.197,-2.869,22.583
111001211,-2.197,-2.869,22.583
111001221,-3.906,-3.174,28.015
111002001,-3.906,-3.174,28.015
111002011,-3.906,-3.174,30.334
111002022,-10.315,-0.427,30.334
111002102,-10.315,-0.427,30.334
111002112,-18.127,3.662,29.236
111002122,-18.127,3.662,29.236
111002202,-18.127,3.662,29.236
111002212,-18.860,8.545,23.499
111002222,-18.860,8.545,23.499
111010002,-18.860,8.545,23.499
111010012,-14.832,11.108,18.494
111010022,-14.832,11.108,18.494
111010110,-11.353,10.803,17.883
111010120,-11.353,10.803,17.883
111010200,-11.353,10.803,17.883
111010210,-12.817,8.301,22.644
111010220,-12.817,8.301,22.644
111011000,-12.817,8.301,22.644
111011010,-16.663,5.371,28.748
111011020,-16.663,5.371,28.748
